batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS,1B,1b_luck,2b_luck,3b_luck,lag_1_avg,lag_2_avg,lag_3_avg,lag_1_G,lag_2_G,lag_3_G,lag_1_AB,lag_2_AB,lag_3_AB,lag_1_R,lag_2_R,lag_3_R,lag_1_H,lag_2_H,lag_3_H,lag_1_2B,lag_2_2B,lag_3_2B,lag_1_3B,lag_2_3B,lag_3_3B,lag_1_HR,lag_2_HR,lag_3_HR,lag_1_TB,lag_2_TB,lag_3_TB,lag_1_RBI,lag_2_RBI,lag_3_RBI,lag_1_SB,lag_2_SB,lag_3_SB,lag_1_CS,lag_2_CS,lag_3_CS,lag_1_BB,lag_2_BB,lag_3_BB,lag_1_HBP,lag_2_HBP,lag_3_HBP,lag_1_SO,lag_2_SO,lag_3_SO,lag_1_GDP,lag_2_GDP,lag_3_GDP,lag_1_SLG,lag_2_SLG,lag_3_SLG,lag_1_OBP,lag_2_OBP,lag_3_OBP,lag_1_E,lag_2_E,lag_3_E,lag_1_1b_luck,lag_2_1b_luck,lag_3_1b_luck,lag_1_2b_luck,lag_2_2b_luck,lag_3_2b_luck,lag_1_3b_luck,lag_2_3b_luck,lag_3_3b_luck
69,김태완,2007,한화,0.318,8,22,4,7,3,0,3,19,7,0,0,4,0,4,0,0.8640000000000001,0.423,0,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,1.287,1,0.06666666666666667,0.2,0.0,0.200,,,10.0,,,15.0,,,0.0,,,3.0,,,0.0,,,0.0,,,0.0,,,3.0,,,3.0,,,0.0,,,0.0,,,1.0,,,1.0,,,5.0,,,1.0,,,0.2,,,0.278,,,0.0,,,0.3,,,0.0,,,0.0,,
69,김태완,2008,한화,0.375,10,24,3,9,1,0,1,13,3,0,0,2,1,2,2,0.542,0.444,0,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.986,7,0.3333333333333333,0.047619047619047616,0.0,0.318,0.200,,8.0,10.0,,22.0,15.0,,4.0,0.0,,7.0,3.0,,3.0,0.0,,0.0,0.0,,3.0,0.0,,19.0,3.0,,7.0,3.0,,0.0,0.0,,0.0,0.0,,4.0,1.0,,0.0,1.0,,4.0,5.0,,0.0,1.0,,0.8640000000000001,0.2,,0.423,0.278,,0.0,0.0,,0.06666666666666667,0.3,,0.2,0.0,,0.0,0.0,
69,김태완,2009,한화,0.320,10,25,5,8,3,0,1,14,6,0,0,6,0,2,1,0.56,0.452,1,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,1.012,4,0.18181818181818182,0.13636363636363635,0.0,0.375,0.318,0.200,10.0,8.0,10.0,24.0,22.0,15.0,3.0,4.0,0.0,9.0,7.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,13.0,19.0,3.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,2.0,4.0,5.0,2.0,0.0,1.0,0.542,0.8640000000000001,0.2,0.444,0.423,0.278,0.0,0.0,0.0,0.3333333333333333,0.06666666666666667,0.3,0.047619047619047616,0.2,0.0,0.0,0.0,0.0
69,김태완,2010,한화,0.400,2,5,2,2,0,1,0,4,1,0,0,0,0,1,0,0.8,0.4,1,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,1.2000000000000002,1,0.25,0.0,0.25,0.320,0.375,0.318,10.0,10.0,8.0,25.0,24.0,22.0,5.0,3.0,4.0,8.0,9.0,7.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,14.0,13.0,19.0,6.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0,0.0,0.56,0.542,0.8640000000000001,0.452,0.444,0.423,1.0,0.0,0.0,0.18181818181818182,0.3333333333333333,0.06666666666666667,0.13636363636363635,0.047619047619047616,0.2,0.0,0.0,0.0
69,김태완,2013,한화,0.250,9,28,3,7,0,0,0,7,1,0,0,7,1,5,1,0.25,0.41700000000000004,0,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.667,7,0.30434782608695654,0.0,0.0,,,0.400,,,2.0,,,5.0,,,2.0,,,2.0,,,0.0,,,1.0,,,0.0,,,4.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,0.8,,,0.4,,,1.0,,,0.25,,,0.0,,,0.25
69,김태완,2014,한화,0.125,10,16,1,2,0,0,0,2,1,0,0,3,0,4,0,0.125,0.263,0,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.38799999999999996,2,0.16666666666666666,0.0,0.0,0.250,,,9.0,,,28.0,,,3.0,,,7.0,,,0.0,,,0.0,,,0.0,,,7.0,,,1.0,,,0.0,,,0.0,,,7.0,,,1.0,,,5.0,,,1.0,,,0.25,,,0.41700000000000004,,,0.0,,,0.30434782608695654,,,0.0,,,0.0,,
69,김태완,2016,한화,0.000,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0.25,0,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.25,0,0.0,0.0,0.0,,0.125,0.250,,10.0,9.0,,16.0,28.0,,1.0,3.0,,2.0,7.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,7.0,,1.0,1.0,,0.0,0.0,,0.0,0.0,,3.0,7.0,,0.0,1.0,,4.0,5.0,,0.0,1.0,,0.125,0.25,,0.263,0.41700000000000004,,0.0,0.0,,0.16666666666666666,0.30434782608695654,,0.0,0.0,,0.0,0.0
69,김태완,2017,넥센,0.370,12,27,2,10,1,0,1,14,14,0,0,2,0,8,1,0.519,0.364,1,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.883,8,0.4444444444444444,0.05555555555555555,0.0,0.000,,0.125,3.0,,10.0,3.0,,16.0,0.0,,1.0,0.0,,2.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,0.0,,1.0,0.0,,0.0,0.0,,0.0,1.0,,3.0,0.0,,0.0,1.0,,4.0,1.0,,0.0,0.0,,0.125,0.25,,0.263,0.0,,0.0,0.0,,0.16666666666666666,0.0,,0.0,0.0,,0.0
69,김태완,2018,넥센,0.375,5,8,2,3,1,0,1,7,3,0,0,2,0,3,0,0.875,0.5,0,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,1.375,1,0.25,0.25,0.0,0.370,0.000,,12.0,3.0,,27.0,3.0,,2.0,0.0,,10.0,0.0,,1.0,0.0,,0.0,0.0,,1.0,0.0,,14.0,0.0,,14.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,1.0,,0.0,0.0,,8.0,1.0,,1.0,1.0,,0.519,0.0,,0.364,0.25,,1.0,0.0,,0.4444444444444444,0.0,,0.05555555555555555,0.0,,0.0,0.0,
3,강민국,2014,NC,0.000,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,176cm/80kg,1992년 01월 10일,내야수(우투우타),송정동초-충장중-광주제일고-동국대-NC-상무,20000만원,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,강민국,2015,NC,0.100,9,10,2,1,1,0,0,2,0,0,0,0,0,4,0,0.2,0.1,0,176cm/80kg,1992년 01월 10일,내야수(우투우타),송정동초-충장중-광주제일고-동국대-NC-상무,20000만원,0.30000000000000004,0,0.0,0.16666666666666666,0.0,0.000,,,2.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,
3,강민국,2016,NC,0.316,16,19,2,6,2,1,0,10,0,0,0,2,0,4,0,0.526,0.381,0,176cm/80kg,1992년 01월 10일,내야수(우투우타),송정동초-충장중-광주제일고-동국대-NC-상무,20000만원,0.907,3,0.2,0.13333333333333333,0.06666666666666667,0.100,0.000,,9.0,2.0,,10.0,1.0,,2.0,0.0,,1.0,0.0,,1.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.0,1.0,,0.0,0.0,,0.2,0.0,,0.1,0.0,,0.0,0.0,,0.0,,,0.16666666666666666,,,0.0,,
4,강민호,2005,롯데,0.250,11,20,2,5,4,0,0,9,2,0,1,0,0,6,0,0.45,0.25,0,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.7,1,0.07142857142857142,0.2857142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,강민호,2006,롯데,0.381,9,21,6,8,1,1,2,17,7,0,0,1,0,5,1,0.81,0.391,0,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,1.2009999999999998,4,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.250,,,11.0,,,20.0,,,2.0,,,5.0,,,4.0,,,0.0,,,0.0,,,9.0,,,2.0,,,0.0,,,1.0,,,0.0,,,0.0,,,6.0,,,0.0,,,0.45,,,0.25,,,0.0,,,0.07142857142857142,,,0.2857142857142857,,,0.0,,
4,강민호,2007,롯데,0.136,10,22,2,3,0,0,0,3,2,0,0,0,1,6,1,0.136,0.174,0,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.31,3,0.1875,0.0,0.0,0.381,0.250,,9.0,11.0,,21.0,20.0,,6.0,2.0,,8.0,5.0,,1.0,4.0,,1.0,0.0,,2.0,0.0,,17.0,9.0,,7.0,2.0,,0.0,0.0,,0.0,1.0,,1.0,0.0,,0.0,0.0,,5.0,6.0,,1.0,0.0,,0.81,0.45,,0.391,0.25,,0.0,0.0,,0.2857142857142857,0.07142857142857142,,0.07142857142857142,0.2857142857142857,,0.07142857142857142,0.0,
4,강민호,2008,롯데,0.200,5,10,0,2,1,0,0,3,2,0,0,0,1,2,0,0.3,0.273,0,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.573,1,0.125,0.125,0.0,0.136,0.381,0.250,10.0,9.0,11.0,22.0,21.0,20.0,2.0,6.0,2.0,3.0,8.0,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,17.0,9.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,5.0,6.0,1.0,1.0,0.0,0.136,0.81,0.45,0.174,0.391,0.25,0.0,0.0,0.0,0.1875,0.2857142857142857,0.07142857142857142,0.0,0.07142857142857142,0.2857142857142857,0.0,0.07142857142857142,0.0
4,강민호,2009,롯데,0.167,2,6,0,1,0,0,0,1,0,0,0,0,0,1,0,0.16699999999999998,0.16699999999999998,0,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.33399999999999996,1,0.2,0.0,0.0,0.200,0.136,0.381,5.0,10.0,9.0,10.0,22.0,21.0,0.0,2.0,6.0,2.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,17.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,6.0,5.0,0.0,1.0,1.0,0.3,0.136,0.81,0.273,0.174,0.391,0.0,0.0,0.0,0.125,0.1875,0.2857142857142857,0.125,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142
4,강민호,2010,롯데,0.261,10,23,8,6,1,0,4,19,8,0,0,5,1,3,0,0.826,0.414,0,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,1.24,1,0.0625,0.0625,0.0,0.167,0.200,0.136,2.0,5.0,10.0,6.0,10.0,22.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,0.16699999999999998,0.3,0.136,0.16699999999999998,0.273,0.174,0.0,0.0,0.0,0.2,0.125,0.1875,0.0,0.125,0.0,0.0,0.0,0.0
4,강민호,2011,롯데,0.353,13,34,4,12,3,0,2,21,11,0,0,4,0,6,3,0.618,0.4,0,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,1.018,7,0.2692307692307692,0.11538461538461539,0.0,0.261,0.167,0.200,10.0,2.0,5.0,23.0,6.0,10.0,8.0,0.0,0.0,6.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,19.0,1.0,3.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.826,0.16699999999999998,0.3,0.414,0.16699999999999998,0.273,0.0,0.0,0.0,0.0625,0.2,0.125,0.0625,0.0,0.125,0.0,0.0,0.0
4,강민호,2012,롯데,0.273,5,11,2,3,0,0,0,3,1,0,1,0,0,2,0,0.273,0.273,0,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.546,3,0.3333333333333333,0.0,0.0,0.353,0.261,0.167,13.0,10.0,2.0,34.0,23.0,6.0,4.0,8.0,0.0,12.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,21.0,19.0,1.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,6.0,3.0,1.0,3.0,0.0,0.0,0.618,0.826,0.16699999999999998,0.4,0.414,0.16699999999999998,0.0,0.0,0.0,0.2692307692307692,0.0625,0.2,0.11538461538461539,0.0625,0.0,0.0,0.0,0.0
4,강민호,2013,롯데,0.333,6,15,2,5,1,0,1,9,4,0,0,0,2,5,0,0.6,0.389,0,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.9890000000000001,3,0.3333333333333333,0.1111111111111111,0.0,0.273,0.353,0.261,5.0,13.0,10.0,11.0,34.0,23.0,2.0,4.0,8.0,3.0,12.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,21.0,19.0,1.0,11.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,2.0,6.0,3.0,0.0,3.0,0.0,0.273,0.618,0.826,0.273,0.4,0.414,0.0,0.0,0.0,0.3333333333333333,0.2692307692307692,0.0625,0.0,0.11538461538461539,0.0625,0.0,0.0,0.0
4,강민호,2014,롯데,0.100,8,10,1,1,0,0,0,1,0,0,0,6,1,3,1,0.1,0.47100000000000003,0,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.5710000000000001,1,0.14285714285714285,0.0,0.0,0.333,0.273,0.353,6.0,5.0,13.0,15.0,11.0,34.0,2.0,2.0,4.0,5.0,3.0,12.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,3.0,21.0,4.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,5.0,2.0,6.0,0.0,0.0,3.0,0.6,0.273,0.618,0.389,0.273,0.4,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.2692307692307692,0.1111111111111111,0.0,0.11538461538461539,0.0,0.0,0.0
4,강민호,2015,롯데,0.158,10,19,1,3,0,0,1,6,3,0,0,0,0,3,0,0.316,0.158,0,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.474,2,0.13333333333333333,0.0,0.0,0.100,0.333,0.273,8.0,6.0,5.0,10.0,15.0,11.0,1.0,2.0,2.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,3.0,5.0,2.0,1.0,0.0,0.0,0.1,0.6,0.273,0.47100000000000003,0.389,0.273,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
4,강민호,2016,롯데,0.095,10,21,3,2,0,0,0,2,1,0,0,4,1,2,1,0.095,0.26899999999999996,0,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.364,2,0.10526315789473684,0.0,0.0,0.158,0.100,0.333,10.0,8.0,6.0,19.0,10.0,15.0,1.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,9.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,3.0,3.0,5.0,0.0,1.0,0.0,0.316,0.1,0.6,0.158,0.47100000000000003,0.389,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
4,강민호,2017,롯데,0.300,10,20,1,6,0,0,0,6,0,0,0,1,0,4,1,0.3,0.33299999999999996,1,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.633,6,0.375,0.0,0.0,0.095,0.158,0.100,10.0,10.0,8.0,21.0,19.0,10.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,0.095,0.316,0.1,0.26899999999999996,0.158,0.47100000000000003,0.0,0.0,0.0,0.10526315789473684,0.13333333333333333,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
4,강민호,2018,삼성,0.300,4,10,3,3,1,0,2,10,3,0,0,0,0,5,0,1.0,0.3,0,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,1.3,0,0.0,0.3333333333333333,0.0,0.300,0.095,0.158,10.0,10.0,10.0,20.0,21.0,19.0,1.0,3.0,1.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,1.0,1.0,0.0,0.3,0.095,0.316,0.33299999999999996,0.26899999999999996,0.158,1.0,0.0,0.0,0.375,0.10526315789473684,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
5,강백호,2018,KT,0.333,6,18,2,6,1,0,0,7,3,0,0,4,0,5,0,0.389,0.455,0,184cm/98kg,1999년 07월 29일,외야수(우투좌타),부천북초-이수중-서울고,45000만원,0.8440000000000001,5,0.38461538461538464,0.07692307692307693,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,강상원,2016,한화,-,6,0,1,0,0,0,0,0,0,2,1,0,0,0,0,,,0,172cm/64kg,1997년 05월 05일,외야수(우투좌타),온양온천초-온양중-북일고,3000만원,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,강상원,2017,한화,0.000,10,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.5,0,172cm/64kg,1997년 05월 05일,외야수(우투좌타),온양온천초-온양중-북일고,3000만원,0.5,0,0.0,0.0,0.0,-,,,6.0,,,0.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,
